Id,Sample #,Time,parent,voltage [V],temp [C],light,adc2 [V],adc3 [V],adc4 [V],adc5 [V],adc6 [V]
24,,9/24/2015 4:26:25 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.4724,0.50696
53,,9/24/2015 4:26:27 AM,24,2.899,24.526,717,1.1789,0.61777,0.48741,0.56109,0.73962
40,,9/24/2015 4:26:36 AM,20,2.7707,31.739,775,1.17,0.66897,0.55522,0.64731,0.74752
3,,9/24/2015 4:26:40 AM,0,2.9961,29.394,502,1.0778,0.79661,0.7146,0.53595,0.52424
20,,9/24/2015 4:26:46 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.84774,0.97706
54,,9/24/2015 4:26:56 AM,0,2.3946,-273.15,671,0.99949,0.91756,0.71626,0.90586,0.99949
255,,9/24/2015 4:27:00 AM,0,2.9261,30.082,61,0.56919,1.0869,0.98965,0.80374,0.69219
10,,9/24/2015 4:27:19 AM,0,2.8398,29.308,598,0.94382,0.508,0.44138,0.4497,0.46358
11,,9/24/2015 4:27:21 AM,0,3.0397,28.201,0,0.62695,0.50513,0.49919,0.53484,0.56753
13,,9/24/2015 4:27:22 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.49147,0.51827
24,,9/24/2015 4:27:23 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50984
53,,9/24/2015 4:27:27 AM,24,2.899,23.867,725,1.1562,0.60076,0.48174,0.52142,0.72262
40,,9/24/2015 4:27:34 AM,20,2.7707,31.739,775,1.17,0.6771,0.56064,0.65543,0.74752
3,,9/24/2015 4:27:38 AM,0,2.9961,29.394,499,1.0719,0.79368,0.71167,0.53595,0.52424
20,,9/24/2015 4:27:44 AM,11,2.9398,29.394,0,0.40807,0.54888,0.54313,0.85636,0.98568
54,,9/24/2015 4:27:55 AM,0,2.3946,-273.15,672,0.99715,0.91756,0.71626,0.90586,0.99949
255,,9/24/2015 4:27:58 AM,0,2.9261,30.169,62,0.57205,1.0926,0.99823,0.80946,0.69791
11,,9/24/2015 4:28:19 AM,0,3.0397,28.201,0,0.62398,0.50513,0.49622,0.53187,0.56456
10,,9/24/2015 4:28:19 AM,0,2.8398,29.308,606,0.9577,0.51355,0.44415,0.4497,0.46358
13,,9/24/2015 4:28:20 AM,0,3.025,27.105,0,0.38145,0.44355,0.46721,0.4879,0.5086
24,,9/24/2015 4:28:22 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45511,0.47528,0.50984
53,,9/24/2015 4:28:25 AM,24,2.899,22.964,718,1.142,0.5951,0.48174,0.51575,0.72545
40,,9/24/2015 4:28:33 AM,20,2.7707,31.739,777,1.1646,0.66627,0.55522,0.65272,0.74752
3,,9/24/2015 4:28:37 AM,0,2.9961,29.394,503,1.0631,0.76732,0.69117,0.50959,0.50959
20,,9/24/2015 4:28:41 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54026,0.85061,0.98568
54,,9/24/2015 4:28:53 AM,0,2.3946,-273.15,665,0.99012,0.91288,0.71626,0.90352,0.99715
255,,9/24/2015 4:28:57 AM,0,2.9261,30.169,63,0.56919,1.0869,0.98965,0.80374,0.68933
10,,9/24/2015 4:29:17 AM,0,2.8398,29.394,599,0.94382,0.50522,0.44138,0.44693,0.46636
11,,9/24/2015 4:29:17 AM,0,3.0397,28.201,0,0.62398,0.50513,0.49622,0.53187,0.56456
13,,9/24/2015 4:29:18 AM,0,3.025,27.105,1,0.38737,0.44651,0.47312,0.48199,0.50565
24,,9/24/2015 4:29:21 AM,0,2.9467,29.48,0,0.37158,0.42919,0.45511,0.47528,0.50984
53,,9/24/2015 4:29:23 AM,24,2.899,22.145,734,1.159,0.60643,0.49024,0.51292,0.73395
40,,9/24/2015 4:29:31 AM,20,2.7707,31.739,782,1.1484,0.65543,0.54439,0.65543,0.75023
3,,9/24/2015 4:29:36 AM,0,2.9961,29.394,498,1.0748,0.79953,0.71753,0.53595,0.52424
20,,9/24/2015 4:29:41 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54026,0.85061,0.98568
54,,9/24/2015 4:29:52 AM,0,2.3946,-273.15,666,0.99246,0.91522,0.72094,0.90586,0.99949
255,,9/24/2015 4:29:56 AM,0,2.9261,30.169,64,0.56633,1.0869,0.98679,0.79802,0.68646
10,,9/24/2015 4:30:15 AM,0,2.8398,29.394,594,0.94105,0.508,0.44138,0.44693,0.46914
11,,9/24/2015 4:30:16 AM,0,3.0397,28.201,0,0.62101,0.50513,0.49622,0.53187,0.56753
13,,9/24/2015 4:30:18 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.48849,0.51827
24,,9/24/2015 4:30:19 AM,0,2.9467,29.48,0,0.37446,0.42919,0.45511,0.47816,0.5156
53,,9/24/2015 4:30:24 AM,24,2.899,21.736,741,1.1874,0.63193,0.49308,0.52142,0.75095
40,,9/24/2015 4:30:30 AM,20,2.7707,31.651,782,1.1402,0.6446,0.54168,0.64731,0.75023
3,,9/24/2015 4:30:34 AM,0,2.9961,29.394,501,1.0836,0.80832,0.72339,0.53888,0.52717
20,,9/24/2015 4:30:40 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.85636,0.98855
54,,9/24/2015 4:30:51 AM,0,2.3946,-273.15,665,0.99246,0.91522,0.72094,0.90586,0.99715
255,,9/24/2015 4:30:55 AM,0,2.9261,30.169,64,0.56919,1.0898,0.99537,0.8066,0.69505
10,,9/24/2015 4:31:14 AM,0,2.8398,29.308,604,0.95493,0.51078,0.44415,0.4497,0.46358
13,,9/24/2015 4:31:15 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.49147,0.52125
11,,9/24/2015 4:31:15 AM,0,3.0105,28.201,0,0.60915,0.50027,0.49439,0.52676,0.56207
24,,9/24/2015 4:31:18 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.4724,0.50984
53,,9/24/2015 4:31:21 AM,24,2.899,21.9,730,1.1817,0.62627,0.49024,0.53275,0.75379
40,,9/24/2015 4:31:29 AM,20,2.7707,31.651,781,1.1375,0.6446,0.53626,0.65272,0.75023
3,,9/24/2015 4:31:32 AM,0,2.9961,29.394,505,1.0924,0.81418,0.73217,0.54181,0.52717
20,,9/24/2015 4:31:38 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54026,0.84774,0.9828
54,,9/24/2015 4:31:49 AM,0,2.3946,-273.15,666,0.99012,0.91288,0.72328,0.90352,0.99715
255,,9/24/2015 4:31:53 AM,0,2.9261,30.169,64,0.57205,1.0983,1.0125,0.82662,0.70935
10,,9/24/2015 4:32:13 AM,0,2.8398,29.394,594,0.94105,0.50522,0.44138,0.4497,0.46081
13,,9/24/2015 4:32:13 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.48849,0.51827
11,,9/24/2015 4:32:15 AM,0,3.0397,28.201,0,0.62101,0.50513,0.49919,0.53484,0.56753
24,,9/24/2015 4:32:18 AM,0,2.9467,29.48,0,0.37446,0.42919,0.45511,0.47816,0.5156
53,,9/24/2015 4:32:22 AM,24,2.899,21.655,714,1.1562,0.61777,0.49875,0.53275,0.76512
40,,9/24/2015 4:32:29 AM,20,2.7707,31.563,778,1.124,0.63647,0.53085,0.6446,0.75023
3,,9/24/2015 4:32:31 AM,0,2.9961,29.394,493,1.0748,0.80539,0.72632,0.53888,0.52717
20,,9/24/2015 4:32:37 AM,11,2.9398,29.394,0,0.40807,0.54888,0.54313,0.85636,0.98568
54,,9/24/2015 4:32:48 AM,0,2.3946,-273.15,668,0.99481,0.91756,0.72796,0.90586,0.99949
255,,9/24/2015 4:32:52 AM,0,2.9261,30.169,62,0.57491,1.0926,1.0011,0.81518,0.70077
10,,9/24/2015 4:33:11 AM,0,2.8398,29.394,599,0.94382,0.50522,0.44415,0.4497,0.46081
13,,9/24/2015 4:33:12 AM,0,3.0471,27.105,1,0.39019,0.45572,0.47062,0.48849,0.51827
11,,9/24/2015 4:33:13 AM,0,3.0397,28.201,0,0.62398,0.50513,0.49919,0.53484,0.56753
24,,9/24/2015 4:33:15 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50984
53,,9/24/2015 4:33:19 AM,24,2.899,21.328,714,1.1307,0.5951,0.48174,0.51858,0.75095
40,,9/24/2015 4:33:27 AM,20,2.7707,31.563,779,1.124,0.62293,0.52272,0.64189,0.75293
3,,9/24/2015 4:33:30 AM,0,2.9961,29.48,494,1.0748,0.80832,0.72925,0.53888,0.52717
20,,9/24/2015 4:33:35 AM,11,2.9398,29.394,0,0.40807,0.54888,0.54026,0.83912,0.97706
54,,9/24/2015 4:33:46 AM,0,2.3946,-273.15,663,0.98778,0.91522,0.72562,0.90352,0.99715
255,,9/24/2015 4:33:51 AM,0,2.9261,30.169,61,0.57205,1.0983,1.0125,0.82662,0.70935
10,,9/24/2015 4:34:10 AM,0,2.8398,29.394,591,0.9355,0.50245,0.44138,0.4497,0.46081
11,,9/24/2015 4:34:12 AM,0,3.0397,28.201,0,0.6121,0.50513,0.49622,0.53187,0.56456
24,,9/24/2015 4:34:16 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.4724,0.50984
53,,9/24/2015 4:34:17 AM,24,2.8923,21.491,723,1.1733,0.62199,0.49759,0.52587,0.76618
40,,9/24/2015 4:34:24 AM,20,2.7707,31.475,777,1.1132,0.61751,0.5173,0.63918,0.75293
3,,9/24/2015 4:34:29 AM,0,2.9961,29.48,494,1.0778,0.80832,0.72925,0.53595,0.51838
20,,9/24/2015 4:34:33 AM,11,2.9398,29.394,0,0.40807,0.546,0.54026,0.83912,0.97706
54,,9/24/2015 4:34:44 AM,0,2.3946,-273.15,663,0.98778,0.91756,0.72796,0.90586,0.99715
255,,9/24/2015 4:34:49 AM,0,2.9261,30.169,61,0.56633,1.084,0.98393,0.79516,0.68646
10,,9/24/2015 4:35:08 AM,0,2.8398,29.48,588,0.92994,0.50245,0.44415,0.4497,0.46081
13,,9/24/2015 4:35:09 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.49147,0.51827
11,,9/24/2015 4:35:09 AM,0,3.0397,28.201,0,0.61507,0.50513,0.50216,0.53484,0.56753
24,,9/24/2015 4:35:12 AM,0,2.9467,29.48,0,0.37446,0.42919,0.45511,0.47528,0.50984
53,,9/24/2015 4:35:14 AM,24,2.8923,21.41,723,1.1507,0.60503,0.48629,0.51456,0.75487
40,,9/24/2015 4:35:23 AM,20,2.7707,31.563,778,1.1186,0.62293,0.52001,0.63376,0.75293
3,,9/24/2015 4:35:27 AM,0,2.9961,29.394,498,1.0807,0.80832,0.72925,0.53888,0.52717
20,,9/24/2015 4:35:33 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.84487,0.97993
54,,9/24/2015 4:35:43 AM,0,2.3946,-273.15,665,0.99012,0.91756,0.72796,0.90586,0.99715
255,,9/24/2015 4:35:47 AM,0,2.9261,30.169,63,0.56633,1.0812,0.97821,0.78657,0.68074
10,,9/24/2015 4:36:07 AM,0,2.8398,29.48,601,0.94938,0.508,0.44415,0.4497,0.46081
13,,9/24/2015 4:36:08 AM,0,3.0471,27.105,1,0.39019,0.45572,0.47062,0.48849,0.51529
11,,9/24/2015 4:36:08 AM,0,3.0397,28.201,0,0.6121,0.50513,0.49622,0.53187,0.56456
24,,9/24/2015 4:36:11 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:36:15 AM,24,2.8923,21.328,734,1.1535,0.61351,0.48629,0.51173,0.75487
40,,9/24/2015 4:36:22 AM,20,2.7707,31.475,778,1.1104,0.62022,0.5146,0.63106,0.75293
3,,9/24/2015 4:36:25 AM,0,2.9961,29.394,496,1.0836,0.81418,0.7351,0.54181,0.52717
20,,9/24/2015 4:36:31 AM,11,2.9398,29.394,0,0.40807,0.54888,0.54026,0.84774,0.9828
54,,9/24/2015 4:36:46 AM,0,2.3946,-273.15,662,0.9831,0.91288,0.72796,0.90352,0.99715
255,,9/24/2015 4:36:46 AM,0,2.9261,30.169,62,0.56061,1.0726,0.96105,0.76941,0.6693
10,,9/24/2015 4:37:05 AM,0,2.8398,29.48,596,0.94105,0.50522,0.44138,0.44693,0.46636
13,,9/24/2015 4:37:06 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.49147,0.51827
11,,9/24/2015 4:37:07 AM,0,3.0397,28.201,0,0.61507,0.50513,0.49622,0.53187,0.56456
24,,9/24/2015 4:37:09 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:37:14 AM,24,2.8856,21.165,734,1.1452,0.60646,0.48799,0.50491,0.75031
40,,9/24/2015 4:37:21 AM,20,2.7707,31.475,780,1.1132,0.60939,0.50647,0.62835,0.7421
3,,9/24/2015 4:37:24 AM,0,2.9961,29.48,494,1.0836,0.81711,0.74096,0.54181,0.52717
20,,9/24/2015 4:37:29 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.85924,0.9943
54,,9/24/2015 4:37:40 AM,0,2.3946,-273.15,661,0.9831,0.91522,0.7303,0.90586,0.99715
255,,9/24/2015 4:37:44 AM,0,2.9261,30.169,62,0.56633,1.084,0.98393,0.79516,0.68646
10,,9/24/2015 4:38:05 AM,0,2.8398,29.48,599,0.94382,0.50522,0.44415,0.4497,0.46081
11,,9/24/2015 4:38:05 AM,0,3.0397,28.201,0,0.6121,0.50216,0.49622,0.53187,0.56456
13,,9/24/2015 4:38:06 AM,0,3.0471,27.105,1,0.39317,0.4587,0.47359,0.49147,0.51529
24,,9/24/2015 4:38:08 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:38:11 AM,24,2.8923,21.083,729,1.1535,0.61068,0.49477,0.51173,0.76336
40,,9/24/2015 4:38:18 AM,20,2.7707,31.388,778,1.1077,0.60397,0.50647,0.62564,0.75564
3,,9/24/2015 4:38:23 AM,0,2.9961,29.48,495,1.0865,0.81711,0.73803,0.54181,0.52717
20,,9/24/2015 4:38:27 AM,11,2.9398,29.394,0,0.40807,0.54888,0.54026,0.84774,0.9828
54,,9/24/2015 4:38:39 AM,0,2.3946,-273.15,666,0.98778,0.91756,0.73264,0.90586,0.99481
255,,9/24/2015 4:38:46 AM,0,2.9398,30.169,60,0.51152,1.0719,0.96844,0.7759,0.67245
10,,9/24/2015 4:39:03 AM,0,2.8398,29.48,596,0.94382,0.51078,0.44415,0.4497,0.46358
11,,9/24/2015 4:39:03 AM,0,3.0397,28.201,0,0.6121,0.50513,0.49919,0.53187,0.56456
13,,9/24/2015 4:39:04 AM,0,3.025,27.105,1,0.39032,0.44651,0.46425,0.47903,0.50565
24,,9/24/2015 4:39:07 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:39:09 AM,24,2.8923,21.083,728,1.1648,0.61917,0.49477,0.51456,0.76618
40,,9/24/2015 4:39:17 AM,20,2.7707,31.388,777,1.105,0.60397,0.50376,0.62835,0.75564
3,,9/24/2015 4:39:21 AM,0,2.9961,29.48,498,1.0924,0.83175,0.74975,0.54181,0.52717
20,,9/24/2015 4:39:26 AM,11,2.9398,29.394,0,0.40807,0.54888,0.54026,0.85061,0.98568
54,,9/24/2015 4:39:38 AM,0,2.3946,-273.15,664,0.98778,0.91756,0.73264,0.90352,0.99481
255,,9/24/2015 4:39:42 AM,0,2.9261,30.169,62,0.57205,1.0898,0.99251,0.8066,0.69219
10,,9/24/2015 4:40:01 AM,0,2.8398,29.394,604,0.9577,0.51633,0.44415,0.4497,0.46358
11,,9/24/2015 4:40:02 AM,0,3.0397,28.201,0,0.60913,0.50513,0.49622,0.53187,0.56456
13,,9/24/2015 4:40:03 AM,0,3.025,27.105,1,0.39032,0.44651,0.46425,0.47903,0.50269
24,,9/24/2015 4:40:07 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.4724,0.50984
53,,9/24/2015 4:40:10 AM,24,2.8856,21.818,721,1.1903,0.63184,0.50209,0.54158,0.75031
40,,9/24/2015 4:40:16 AM,20,2.7707,31.388,777,1.105,0.60397,0.50647,0.62835,0.75835
3,,9/24/2015 4:40:20 AM,0,2.9961,29.48,498,1.0924,0.83175,0.74682,0.54181,0.52424
20,,9/24/2015 4:40:26 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.85636,0.98568
54,,9/24/2015 4:40:36 AM,0,2.3946,-273.15,664,0.98544,0.91756,0.73264,0.90352,0.99481
255,,9/24/2015 4:40:41 AM,0,2.9261,30.169,61,0.57491,1.0926,0.99823,0.81518,0.70077
10,,9/24/2015 4:41:00 AM,0,2.8398,29.48,595,0.94105,0.50522,0.44138,0.4497,0.46081
11,,9/24/2015 4:41:00 AM,0,3.0397,28.201,0,0.60616,0.50513,0.49919,0.53187,0.5497
13,,9/24/2015 4:41:01 AM,0,3.0177,27.105,1,0.38348,0.43953,0.46313,0.47493,0.48378
24,,9/24/2015 4:41:03 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:41:07 AM,24,2.879,22.472,717,1.1735,0.62195,0.49249,0.54878,0.75703
40,,9/24/2015 4:41:15 AM,20,2.7707,31.388,778,1.1077,0.60397,0.50647,0.62564,0.75564
3,,9/24/2015 4:41:19 AM,0,2.9961,29.48,496,1.0924,0.83468,0.7556,0.54474,0.52717
20,,9/24/2015 4:41:23 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.84487,0.97993
54,,9/24/2015 4:41:35 AM,0,2.3946,-273.15,666,0.98778,0.9199,0.73264,0.90352,0.99481
255,,9/24/2015 4:41:39 AM,0,2.9261,30.169,62,0.57205,1.0898,0.99537,0.80946,0.69791
10,,9/24/2015 4:41:59 AM,0,2.8398,29.48,600,0.94938,0.508,0.44415,0.4497,0.46358
13,,9/24/2015 4:42:00 AM,0,3.0471,27.021,1,0.39317,0.4587,0.47359,0.49147,0.52125
11,,9/24/2015 4:42:00 AM,0,3.0397,28.201,0,0.60318,0.50216,0.49622,0.53187,0.56456
24,,9/24/2015 4:42:02 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:42:06 AM,24,2.8856,22.964,716,1.1706,0.62056,0.49645,0.55568,0.75313
40,,9/24/2015 4:42:12 AM,20,2.7707,31.475,775,1.1077,0.60939,0.5173,0.63647,0.75564
3,,9/24/2015 4:42:17 AM,0,2.9961,29.48,500,1.0983,0.83761,0.7556,0.54474,0.52717
20,,9/24/2015 4:42:22 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54313,0.84774,0.9828
54,,9/24/2015 4:42:33 AM,0,2.3946,-273.15,672,0.99246,0.92224,0.73733,0.90352,0.99481
255,,9/24/2015 4:42:38 AM,0,2.9261,30.169,63,0.57205,1.0898,0.99537,0.80946,0.69505
10,,9/24/2015 4:42:58 AM,0,2.8398,29.48,599,0.95215,0.51078,0.44693,0.4497,0.46358
11,,9/24/2015 4:42:58 AM,0,3.0397,28.201,0,0.60318,0.50513,0.49622,0.53187,0.56456
13,,9/24/2015 4:42:59 AM,0,3.025,27.021,0,0.38145,0.44355,0.46721,0.4879,0.51156
24,,9/24/2015 4:43:01 AM,0,2.9467,29.48,0,0.37446,0.42919,0.45511,0.47528,0.50696
53,,9/24/2015 4:43:04 AM,24,2.8724,23.374,722,1.1821,0.61771,0.49136,0.55033,0.74126
40,,9/24/2015 4:43:13 AM,20,2.7707,31.563,775,1.1077,0.60939,0.5173,0.63106,0.75023
3,,9/24/2015 4:43:15 AM,0,2.9961,29.48,501,1.1041,0.84346,0.76146,0.54474,0.52717
20,,9/24/2015 4:43:20 AM,11,2.9398,29.394,0,0.41094,0.54888,0.54026,0.8305,0.96844
54,,9/24/2015 4:43:32 AM,0,2.3946,-273.15,668,0.98778,0.9199,0.73733,0.90352,0.99481
255,,9/24/2015 4:43:36 AM,0,2.9261,30.082,63,0.57205,1.0955,1.0068,0.82662,0.70935
11,,9/24/2015 4:43:57 AM,0,3.0397,28.116,0,0.60616,0.50216,0.49622,0.53187,0.56456
13,,9/24/2015 4:43:57 AM,0,3.0471,27.021,1,0.39317,0.4587,0.47657,0.49147,0.52125
10,,9/24/2015 4:43:57 AM,0,2.8398,29.394,595,0.9466,0.51355,0.44415,0.4497,0.45803
24,,9/24/2015 4:43:59 AM,0,2.9467,29.48,0,0.37158,0.42631,0.45223,0.4724,0.50696
53,,9/24/2015 4:44:03 AM,24,2.8856,23.785,718,1.1932,0.6262,0.49363,0.56697,0.74749
40,,9/24/2015 4:44:11 AM,20,2.7707,31.563,776,1.124,0.62293,0.52814,0.63647,0.74752
3,,9/24/2015 4:44:14 AM,0,2.9961,29.48,497,1.0983,0.84054,0.76146,0.54474,0.52717
20,,9/24/2015 4:44:20 AM,11,2.9398,29.394,0,0.40807,0.546,0.54026,0.82763,0.96556
54,,9/24/2015 4:44:30 AM,0,2.3946,-273.15,666,0.98778,0.9199,0.73733,0.90352,0.99246
255,,9/24/2015 4:44:35 AM,0,2.9261,30.169,62,0.56919,1.084,0.98393,0.79802,0.68933
10,,9/24/2015 4:44:54 AM,0,2.8398,29.48,596,0.9466,0.508,0.44415,0.4497,0.46358
11,,9/24/2015 4:44:55 AM,0,3.0397,28.116,0,0.60616,0.49919,0.49622,0.5289,0.56456
13,,9/24/2015 4:44:55 AM,0,3.025,27.021,0,0.38441,0.44946,0.46721,0.49086,0.51452
24,,9/24/2015 4:44:57 AM,0,2.9467,29.394,0,0.37158,0.42631,0.45223,0.47528,0.50408
53,,9/24/2015 4:45:00 AM,24,2.8923,24.032,731,1.2016,0.63047,0.49194,0.5711,0.74639
40,,9/24/2015 4:45:09 AM,20,2.7707,31.651,772,1.1375,0.63647,0.53897,0.64189,0.74752
3,,9/24/2015 4:45:13 AM,0,2.9961,29.48,493,1.0895,0.83761,0.75853,0.54474,0.52717
20,,9/24/2015 4:45:19 AM,11,2.9398,29.394,0,0.40807,0.546,0.54026,0.82763,0.96556
54,,9/24/2015 4:45:29 AM,0,2.3946,-273.15,662,0.98076,0.91522,0.73499,0.90118,0.99246
255,,9/24/2015 4:45:34 AM,0,2.9261,30.169,60,0.56919,1.0869,0.98965,0.80088,0.68933
10,,9/24/2015 4:45:54 AM,0,2.8398,29.48,590,0.93827,0.508,0.44138,0.4497,0.46358
10,,9/24/2015 4:45:54 AM,0,2.8398,29.48,590,0.93827,0.508,0.44138,0.4497,0.46358
11,,9/24/2015 4:45:54 AM,0,3.0397,28.116,0,0.60616,0.50513,0.49622,0.53187,0.56456
13,,9/24/2015 4:45:55 AM,0,3.0471,27.021,1,0.39019,0.45572,0.47062,0.48849,0.51529
24,,9/24/2015 4:45:57 AM,0,2.9467,29.394,0,0.37158,0.42631,0.45223,0.4724,0.50696
53,,9/24/2015 4:46:00 AM,24,2.8856,24.196,731,1.1847,0.6262,0.48517,0.55286,0.73057
40,,9/24/2015 4:46:08 AM,20,2.7707,31.651,775,1.1592,0.66897,0.5498,0.64189,0.7421
3,,9/24/2015 4:46:11 AM,0,2.9961,29.48,493,1.0895,0.83761,0.76146,0.54474,0.52717
20,,9/24/2015 4:46:17 AM,11,2.9398,29.394,0,0.40232,0.54026,0.53163,0.82188,0.95982
54,,9/24/2015 4:46:28 AM,0,2.3946,-273.15,665,0.98544,0.92224,0.74201,0.90352,0.99246
255,,9/24/2015 4:46:32 AM,0,2.9261,30.169,61,0.56633,1.0812,0.98107,0.79516,0.68646
11,,9/24/2015 4:46:53 AM,0,3.0397,28.116,0,0.60021,0.50216,0.49622,0.5289,0.56456
13,,9/24/2015 4:46:53 AM,0,3.025,27.021,1,0.38441,0.44355,0.47016,0.47903,0.50269
10,,9/24/2015 4:46:54 AM,0,2.8398,29.48,596,0.95215,0.51078,0.44415,0.4497,0.46636
24,,9/24/2015 4:46:55 AM,0,2.9467,29.394,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:46:58 AM,24,2.8856,23.703,703,1.1311,0.58953,0.47952,0.52183,0.72211
40,,9/24/2015 4:47:05 AM,20,2.7707,31.651,775,1.17,0.67439,0.56335,0.64731,0.74481
3,,9/24/2015 4:47:11 AM,0,2.9961,29.48,491,1.0895,0.84054,0.76439,0.54474,0.52717
20,,9/24/2015 4:47:16 AM,11,2.9398,29.394,0,0.40807,0.546,0.53738,0.82763,0.96556
54,,9/24/2015 4:47:26 AM,0,2.3946,-273.15,666,0.98544,0.92224,0.74201,0.90352,0.99246
255,,9/24/2015 4:47:31 AM,0,2.9261,30.169,62,0.56061,1.0755,0.97249,0.78371,0.67788
10,,9/24/2015 4:47:50 AM,0,2.8398,29.48,599,0.9466,0.508,0.44415,0.4497,0.46081
13,,9/24/2015 4:47:51 AM,0,3.0471,27.021,1,0.39019,0.45572,0.47062,0.48849,0.51529
11,,9/24/2015 4:47:52 AM,0,3.0397,28.116,0,0.60021,0.50216,0.49622,0.53187,0.55861
24,,9/24/2015 4:47:53 AM,0,2.9467,29.394,0,0.37158,0.42631,0.45223,0.47528,0.50696
53,,9/24/2015 4:47:58 AM,24,2.8724,22.554,721,1.1456,0.60087,0.48013,0.5054,0.71879
40,,9/24/2015 4:48:05 AM,20,2.7707,31.651,776,1.1565,0.66085,0.5498,0.64731,0.74481
3,,9/24/2015 4:48:08 AM,0,2.9961,29.48,497,1.0983,0.84346,0.76439,0.54474,0.52717
20,,9/24/2015 4:48:16 AM,11,2.9398,29.394,0,0.41094,0.54888,0.53738,0.819,0.95694
54,,9/24/2015 4:48:25 AM,0,2.3946,-273.15,668,0.98778,0.92458,0.74435,0.90586,0.99246
255,,9/24/2015 4:48:30 AM,0,2.9261,30.169,61,0.55775,1.0697,0.96105,0.77227,0.6693
10,,9/24/2015 4:48:49 AM,0,2.8398,29.48,594,0.94105,0.508,0.44415,0.4497,0.46081
11,,9/24/2015 4:48:49 AM,0,3.0397,28.116,0,0.60021,0.50513,0.49919,0.53187,0.56456
13,,9/24/2015 4:48:49 AM,0,3.025,27.021,2,0.39032,0.44946,0.46721,0.4879,0.51452
24,,9/24/2015 4:48:52 AM,0,2.9467,29.394,0,0.37158,0.42631,0.45223,0.4724,0.50408
53,,9/24/2015 4:48:56 AM,24,2.8593,22.227,714,1.1376,0.59533,0.48353,0.51427,0.72949
40,,9/24/2015 4:49:03 AM,20,2.7707,31.651,776,1.1457,0.64731,0.5471,0.64731,0.74752
3,,9/24/2015 4:49:07 AM,0,2.9961,29.48,493,1.0983,0.84932,0.76732,0.54767,0.52717
20,,9/24/2015 4:49:12 AM,11,2.9398,29.394,0,0.40807,0.546,0.53451,0.81326,0.95407
54,,9/24/2015 4:49:24 AM,0,2.3946,-273.15,665,0.98544,0.92224,0.74435,0.90586,0.99246
255,,9/24/2015 4:49:28 AM,0,2.9261,30.169,62,0.56061,1.0755,0.96963,0.78085,0.67502
10,,9/24/2015 4:49:47 AM,0,2.8398,29.48,597,0.9466,0.51078,0.44693,0.4497,0.46358
11,,9/24/2015 4:49:48 AM,0,3.0397,28.116,0,0.60318,0.50216,0.49622,0.53187,0.56158
13,,9/24/2015 4:49:49 AM,0,3.0397,27.021,1,0.38925,0.45462,0.46947,0.4873,0.51404
24,,9/24/2015 4:49:52 AM,0,2.9467,29.394,0,0.37158,0.42631,0.45223,0.47528,0.50408
53,,9/24/2015 4:49:54 AM,24,2.8724,22.227,708,1.154,0.60929,0.49698,0.52506,0.74406
40,,9/24/2015 4:50:01 AM,20,2.7707,31.563,776,1.1402,0.6446,0.54439,0.65543,0.75023
3,,9/24/2015 4:50:10 AM,0,2.9961,29.48,499,1.1158,0.85518,0.77318,0.55352,0.53888
