Id,Sample #,Time,parent,voltage [V],temp [C],light,adc2 [V],adc3 [V],adc4 [V],adc5 [V],adc6 [V]
10,,9/24/2015 2:26:15 AM,0,2.8527,13.776,596,1.3079,0.85331,0.67205,0.70552,0.73061
11,,9/24/2015 2:26:16 AM,0,3.0471,28.116,0,0.82507,0.53912,0.50934,0.55104,0.5838
24,,9/24/2015 2:26:20 AM,20,2.9467,28.966,0,0.37446,0.42919,0.45511,0.47816,0.50408
53,,9/24/2015 2:26:24 AM,24,2.9124,21.736,722,1.1559,0.61494,0.50107,0.5153,0.76868
40,,9/24/2015 2:26:30 AM,20,2.7707,31.651,777,1.1267,0.63376,0.52814,0.63918,0.75023
3,,9/24/2015 2:26:33 AM,0,3.0105,26.769,506,0.85635,0.57678,0.5091,0.5091,0.52676
20,,9/24/2015 2:26:38 AM,11,2.9467,28.796,0,0.40326,0.54153,0.48104,0.62506,0.78637
54,,9/24/2015 2:26:49 AM,0,2.3991,-273.15,673,0.9756,0.74108,0.39399,0.88649,1.0084
255,,9/24/2015 2:26:55 AM,54,2.9398,30.255,0,0.51152,1.0891,0.98855,0.79314,0.68681
10,,9/24/2015 2:27:13 AM,0,2.8527,13.859,602,1.3079,0.85331,0.67484,0.7083,0.7334
11,,9/24/2015 2:27:14 AM,0,3.0471,28.116,0,0.81911,0.53614,0.50934,0.54806,0.58082
13,,9/24/2015 2:27:15 AM,0,3.0471,26.937,1,0.39317,0.46466,0.47657,0.49147,0.51529
24,,9/24/2015 2:27:18 AM,20,2.9537,28.966,0,0.37246,0.42443,0.4533,0.47351,0.49949
53,,9/24/2015 2:27:21 AM,24,2.9057,21.491,723,1.1475,0.60784,0.49706,0.51126,0.76406
40,,9/24/2015 2:27:27 AM,20,2.7768,31.651,777,1.121,0.62431,0.52659,0.63246,0.74646
3,,9/24/2015 2:27:31 AM,0,3.0105,26.769,508,0.85929,0.57678,0.5091,0.50321,0.52381
20,,9/24/2015 2:27:37 AM,11,2.9467,28.796,0,0.40326,0.53865,0.48104,0.63082,0.80077
54,,9/24/2015 2:27:49 AM,0,2.3991,-273.15,673,0.97091,0.72701,0.38227,0.87945,1.0061
255,,9/24/2015 2:27:52 AM,54,2.9398,30.255,0,0.51439,1.1092,1.023,0.8305,0.7098
10,,9/24/2015 2:28:12 AM,0,2.8527,15.354,595,1.3497,0.98438,0.85331,0.90351,0.90351
11,,9/24/2015 2:28:12 AM,0,3.0471,28.116,0,0.81017,0.53317,0.50934,0.54806,0.58082
13,,9/24/2015 2:28:13 AM,0,3.0471,26.937,1,0.39615,0.46764,0.47657,0.49147,0.51827
24,,9/24/2015 2:28:19 AM,20,2.9537,28.966,0,0.37246,0.42731,0.4533,0.4764,0.50238
53,,9/24/2015 2:28:22 AM,24,2.9057,21.491,722,1.1418,0.60784,0.48854,0.50842,0.76122
40,,9/24/2015 2:28:26 AM,20,2.7707,31.651,775,1.1213,0.62293,0.52543,0.63106,0.74752
3,,9/24/2015 2:28:31 AM,0,2.9961,26.769,507,0.85225,0.5711,0.50666,0.49788,0.51838
20,,9/24/2015 2:28:36 AM,11,2.9467,28.796,0,0.40326,0.54153,0.4868,0.6337,0.80077
54,,9/24/2015 2:28:46 AM,0,2.3991,-273.15,909,1.2664,0.87242,0.462,0.88883,1.0131
255,,9/24/2015 2:28:52 AM,54,2.9398,30.255,16,0.49715,1.0345,0.91096,0.70406,0.62934
10,,9/24/2015 2:29:10 AM,0,2.8463,20.757,590,1.2798,0.97657,0.95432,0.96823,0.96545
13,,9/24/2015 2:29:11 AM,0,3.0471,26.937,3,0.39913,0.46764,0.47657,0.49444,0.51827
11,,9/24/2015 2:29:12 AM,0,3.0397,28.116,0,0.82306,0.53484,0.5081,0.5497,0.58238
24,,9/24/2015 2:29:17 AM,20,2.9537,28.966,0,0.37246,0.42731,0.4533,0.4764,0.50238
53,,9/24/2015 2:29:19 AM,24,2.9057,21.655,726,1.1589,0.61352,0.49706,0.51695,0.76974
40,,9/24/2015 2:29:25 AM,20,2.7707,31.651,777,1.124,0.62293,0.5173,0.63106,0.75023
3,,9/24/2015 2:29:29 AM,0,3.0105,27.021,506,0.88283,0.59738,0.52676,0.50321,0.52381
20,,9/24/2015 2:29:35 AM,11,2.9467,28.796,0,0.40326,0.53865,0.48392,0.63082,0.80077
54,,9/24/2015 2:29:45 AM,0,2.3991,-273.15,908,1.3086,0.97795,0.62617,0.92635,1.0342
255,,9/24/2015 2:29:50 AM,54,2.9398,30.169,27,0.48278,0.98855,0.84487,0.63796,0.58911
10,,9/24/2015 2:30:09 AM,0,2.8463,22.145,586,1.3132,0.87363,0.86528,0.90145,0.89867
13,,9/24/2015 2:30:10 AM,0,3.025,26.937,1,0.39328,0.45833,0.47312,0.49086,0.51747
11,,9/24/2015 2:30:11 AM,0,3.0105,28.116,0,0.81515,0.52381,0.49733,0.53559,0.57384
24,,9/24/2015 2:30:14 AM,20,2.9467,28.966,3,0.37446,0.42631,0.45511,0.47528,0.50408
53,,9/24/2015 2:30:18 AM,24,2.9057,21.573,722,1.1589,0.6192,0.50274,0.52263,0.7811
40,,9/24/2015 2:30:24 AM,20,2.7707,31.563,773,1.105,0.62022,0.52001,0.63376,0.75293
3,,9/24/2015 2:30:28 AM,0,2.9889,27.273,476,0.93495,0.65738,0.5785,0.5113,0.52006
20,,9/24/2015 2:30:33 AM,11,2.9467,28.796,0,0.40326,0.53865,0.4868,0.63082,0.80077
54,,9/24/2015 2:30:44 AM,0,2.3991,-273.15,907,1.3016,1.0084,0.73639,0.94746,1.053
255,,9/24/2015 2:30:49 AM,54,2.9398,30.169,83,0.53451,1.0374,0.89947,0.69256,0.62072
10,,9/24/2015 2:31:07 AM,0,2.8463,22.882,587,1.3327,0.88476,0.84859,0.87363,0.87363
13,,9/24/2015 2:31:10 AM,0,3.0471,26.937,38,0.417,0.47062,0.47657,0.49147,0.51827
24,,9/24/2015 2:31:12 AM,20,2.9467,28.966,2,0.37446,0.42919,0.45511,0.47528,0.5012
53,,9/24/2015 2:31:16 AM,24,2.9057,21.655,736,1.1617,0.62204,0.4999,0.51126,0.7669
40,,9/24/2015 2:31:23 AM,20,2.7707,31.563,773,1.105,0.62022,0.52001,0.63376,0.75564
3,,9/24/2015 2:31:26 AM,0,3.0105,27.441,498,1.0417,0.73275,0.64153,0.52381,0.53264
20,,9/24/2015 2:31:31 AM,11,2.9467,28.881,0,0.40326,0.54153,0.4868,0.6337,0.80653
54,,9/24/2015 2:31:42 AM,0,2.3991,-273.15,908,1.3063,1.0342,0.78564,0.97326,1.0764
255,,9/24/2015 2:31:48 AM,54,2.9398,30.169,65,0.51152,1.0058,0.84487,0.63509,0.58911
10,,9/24/2015 2:32:06 AM,0,2.8463,23.703,611,1.3605,0.89032,0.77347,0.78738,0.80129
11,,9/24/2015 2:32:07 AM,0,3.0397,28.201,324,0.98946,0.56158,0.51404,0.55267,0.58238
13,,9/24/2015 2:32:07 AM,0,3.0471,26.937,478,0.77443,0.51529,0.47955,0.49147,0.51827
24,,9/24/2015 2:32:10 AM,20,2.9467,28.966,0,0.37158,0.42631,0.45223,0.4724,0.49832
53,,9/24/2015 2:32:15 AM,24,2.9124,21.736,727,1.1473,0.6121,0.50107,0.50961,0.76583
40,,9/24/2015 2:32:20 AM,20,2.7707,31.563,775,1.1077,0.62022,0.5146,0.62835,0.75564
3,,9/24/2015 2:32:24 AM,0,2.9889,27.525,500,1.0314,0.72751,0.63985,0.52299,0.52883
20,,9/24/2015 2:32:29 AM,11,2.9467,28.881,0,0.40326,0.53865,0.48104,0.63082,0.80077
54,,9/24/2015 2:32:41 AM,0,2.3991,-273.15,906,1.3016,1.0342,0.7833,0.96857,1.0694
255,,9/24/2015 2:32:46 AM,54,2.9398,30.169,0,0.48566,1.0259,0.88223,0.67245,0.60922
10,,9/24/2015 2:33:04 AM,0,2.8463,24.196,618,1.3244,0.89032,0.74565,0.75956,0.78182
11,,9/24/2015 2:33:05 AM,0,3.0471,28.201,0,0.84294,0.53912,0.50934,0.55104,0.5838
13,,9/24/2015 2:33:05 AM,0,3.0471,27.021,0,0.39317,0.46466,0.47657,0.48849,0.51529
24,,9/24/2015 2:33:09 AM,20,2.9467,28.966,0,0.37158,0.42631,0.45223,0.47528,0.5012
53,,9/24/2015 2:33:12 AM,24,2.9057,21.9,736,1.1844,0.63056,0.49706,0.52263,0.76974
40,,9/24/2015 2:33:21 AM,20,2.7768,31.563,777,1.1102,0.61074,0.51574,0.63246,0.75732
3,,9/24/2015 2:33:23 AM,0,3.0105,27.525,501,1.0859,0.78866,0.6945,0.53559,0.5297
20,,9/24/2015 2:33:28 AM,11,2.9467,28.881,0,0.40326,0.53865,0.48392,0.62794,0.79501
54,,9/24/2015 2:33:34 AM,0,2.3991,-273.15,841,1.2336,1.0084,0.79502,0.97326,1.0741
255,,9/24/2015 2:33:37 AM,54,2.9398,30.255,0,0.49428,1.0518,0.92533,0.71268,0.63221
10,,9/24/2015 2:33:49 AM,0,2.8463,24.774,610,1.227,0.84303,0.72895,0.75121,0.77347
11,,9/24/2015 2:33:50 AM,0,3.0397,28.286,0,0.82901,0.53781,0.51107,0.55564,0.58536
13,,9/24/2015 2:33:52 AM,0,3.0471,27.105,0,0.39317,0.46466,0.47657,0.49147,0.51827
24,,9/24/2015 2:33:58 AM,20,2.9467,28.966,0,0.37158,0.42631,0.45223,0.4724,0.49832
53,,9/24/2015 2:34:07 AM,24,2.9124,22.718,724,1.1815,0.62633,0.50107,0.53523,0.76583
40,,9/24/2015 2:34:22 AM,20,2.7768,31.563,772,1.1102,0.61617,0.51574,0.62974,0.75732
3,,9/24/2015 2:34:24 AM,0,2.9889,27.525,494,1.0255,0.73043,0.6457,0.52006,0.52299
20,,9/24/2015 2:34:26 AM,11,2.9467,28.881,0,0.40326,0.53865,0.4868,0.62794,0.79501
54,,9/24/2015 2:34:38 AM,0,2.3991,-273.15,658,1.0108,0.8818,0.69653,0.93808,1.053
255,,9/24/2015 2:34:43 AM,54,2.9398,30.255,0,0.51152,1.092,0.98568,0.78739,0.67819
10,,9/24/2015 2:35:02 AM,0,2.8463,25.105,608,1.1463,0.81799,0.73174,0.75399,0.78182
11,,9/24/2015 2:35:02 AM,0,3.0471,28.286,0,0.81911,0.53912,0.51232,0.55104,0.5838
13,,9/24/2015 2:35:04 AM,0,3.0471,27.189,0,0.39317,0.46466,0.47657,0.49147,0.51827
24,,9/24/2015 2:35:06 AM,20,2.9467,29.052,0,0.37446,0.42631,0.45511,0.47528,0.5012
53,,9/24/2015 2:35:10 AM,24,2.9124,23.292,708,1.153,0.6121,0.49253,0.53238,0.75729
40,,9/24/2015 2:35:17 AM,20,2.7707,31.651,774,1.1132,0.62293,0.52543,0.63376,0.75293
3,,9/24/2015 2:35:21 AM,0,2.9889,27.609,495,1.043,0.7538,0.66615,0.52591,0.53175
20,,9/24/2015 2:35:25 AM,11,2.9467,28.881,0,0.40326,0.53865,0.48104,0.62218,0.79213
54,,9/24/2015 2:35:37 AM,0,2.3991,-273.15,664,1.0202,0.88883,0.69183,0.93808,1.053
255,,9/24/2015 2:35:41 AM,54,2.9398,30.255,0,0.50577,1.0805,0.96844,0.77015,0.6667
10,,9/24/2015 2:36:01 AM,0,2.8463,25.436,601,1.1046,0.80964,0.72895,0.76234,0.79573
13,,9/24/2015 2:36:02 AM,0,3.0471,27.273,0,0.39317,0.46168,0.47359,0.48849,0.51529
11,,9/24/2015 2:36:02 AM,0,3.0105,28.371,0,0.78866,0.52087,0.49733,0.53559,0.57384
24,,9/24/2015 2:36:05 AM,20,2.9537,29.052,0,0.37246,0.42731,0.4533,0.47351,0.49949
53,,9/24/2015 2:36:08 AM,24,2.9124,22.718,736,1.1502,0.60356,0.48968,0.51245,0.74591
40,,9/24/2015 2:36:16 AM,20,2.7707,31.651,772,1.1186,0.62022,0.52272,0.63376,0.75023
3,,9/24/2015 2:36:19 AM,0,2.9889,27.609,492,0.9963,0.70413,0.62525,0.51714,0.52883
20,,9/24/2015 2:36:24 AM,11,2.9467,28.881,0,0.40614,0.54153,0.4868,0.6193,0.79213
54,,9/24/2015 2:36:35 AM,0,2.3991,-273.15,662,1.0155,0.88414,0.67776,0.93574,1.0483
255,,9/24/2015 2:36:41 AM,54,2.9398,30.255,0,0.51439,1.0891,0.98568,0.78452,0.67532
10,,9/24/2015 2:36:59 AM,0,2.8463,25.768,603,1.0823,0.79294,0.72061,0.76512,0.80686
11,,9/24/2015 2:37:00 AM,0,3.0397,28.371,0,0.79335,0.53484,0.51107,0.5497,0.58238
13,,9/24/2015 2:37:01 AM,0,3.0471,27.273,0,0.39317,0.46466,0.47657,0.49147,0.51529
24,,9/24/2015 2:37:03 AM,20,2.9467,29.052,0,0.37158,0.42343,0.45223,0.4724,0.49832
53,,9/24/2015 2:37:07 AM,24,2.9124,21.982,713,1.1132,0.59217,0.49253,0.50676,0.75445
40,,9/24/2015 2:37:14 AM,20,2.7707,31.651,773,1.124,0.62022,0.52001,0.62835,0.73668
3,,9/24/2015 2:37:17 AM,0,2.9889,27.694,492,0.99046,0.69829,0.62232,0.51714,0.52591
20,,9/24/2015 2:37:22 AM,11,2.9467,28.881,0,0.40326,0.54153,0.4868,0.6193,0.79213
54,,9/24/2015 2:37:34 AM,0,2.3991,-273.15,657,1.0084,0.8818,0.67542,0.93105,1.0436
255,,9/24/2015 2:37:40 AM,54,2.9398,30.255,0,0.51152,1.0863,0.97993,0.78452,0.67819
10,,9/24/2015 2:37:58 AM,0,2.8463,26.018,600,1.0684,0.78182,0.70948,0.75956,0.80686
13,,9/24/2015 2:37:58 AM,0,3.0471,27.273,0,0.39317,0.46466,0.47657,0.49147,0.51827
11,,9/24/2015 2:37:59 AM,0,3.0397,28.371,0,0.77552,0.5289,0.5081,0.54376,0.57644
24,,9/24/2015 2:38:03 AM,20,2.9537,29.052,0,0.37534,0.42731,0.45619,0.4764,0.50238
53,,9/24/2015 2:38:05 AM,24,2.9124,21.9,724,1.1388,0.60071,0.48968,0.51245,0.75729
40,,9/24/2015 2:38:12 AM,20,2.7707,31.651,775,1.1213,0.62022,0.5173,0.63376,0.75023
3,,9/24/2015 2:38:16 AM,0,2.9889,27.694,494,0.98754,0.69244,0.6194,0.5113,0.52591
20,,9/24/2015 2:38:22 AM,11,2.9467,28.881,0,0.40326,0.54153,0.4868,0.62506,0.79501
54,,9/24/2015 2:38:33 AM,0,2.3991,-273.15,663,1.0155,0.88414,0.67307,0.93105,1.0436
255,,9/24/2015 2:38:38 AM,54,2.9398,30.255,0,0.50577,1.0891,0.99143,0.79314,0.68394
10,,9/24/2015 2:38:56 AM,0,2.827,26.101,602,1.0612,0.7931,0.69362,0.75718,0.80139
11,,9/24/2015 2:38:57 AM,0,3.0471,28.456,0,0.77443,0.53614,0.51232,0.55104,0.5838
13,,9/24/2015 2:38:58 AM,0,3.0471,27.273,0,0.39317,0.46466,0.47657,0.49147,0.51827
24,,9/24/2015 2:39:01 AM,20,2.9467,29.052,0,0.37446,0.42631,0.45223,0.47528,0.5012
53,,9/24/2015 2:39:03 AM,24,2.9124,21.736,730,1.153,0.62064,0.50107,0.50961,0.76583
40,,9/24/2015 2:39:11 AM,20,2.7707,31.563,776,1.1132,0.61481,0.52001,0.63376,0.75564
3,,9/24/2015 2:39:15 AM,0,2.9889,27.694,498,0.98754,0.6866,0.61356,0.5113,0.52006
20,,9/24/2015 2:39:22 AM,11,2.9467,28.881,0,0.40326,0.53865,0.48104,0.61354,0.78637
54,,9/24/2015 2:39:31 AM,0,2.3991,-273.15,666,1.0178,0.88649,0.67073,0.93105,1.0436
255,,9/24/2015 2:39:36 AM,54,2.9261,30.255,0,0.51485,1.0812,0.97535,0.77513,0.65214
10,,9/24/2015 2:39:55 AM,0,2.8463,26.518,604,1.0656,0.77347,0.68444,0.74286,0.79573
13,,9/24/2015 2:39:55 AM,0,3.0471,27.189,0,0.39317,0.46168,0.47359,0.49147,0.51529
11,,9/24/2015 2:39:56 AM,0,3.0397,28.456,0,0.76364,0.5289,0.5081,0.54673,0.57941
24,,9/24/2015 2:40:00 AM,20,2.9467,29.052,0,0.37446,0.42919,0.45511,0.47528,0.49832
53,,9/24/2015 2:40:05 AM,24,2.8206,21.982,712,1.1194,0.6121,0.46321,0.48802,0.73893
40,,9/24/2015 2:40:12 AM,20,2.7707,31.563,774,1.1132,0.62293,0.5173,0.63376,0.75564
3,,9/24/2015 2:40:14 AM,0,2.9889,27.778,495,0.9963,0.70121,0.62525,0.52006,0.53467
20,,9/24/2015 2:40:18 AM,11,2.9467,28.881,0,0.40326,0.53865,0.4868,0.61642,0.78925
54,,9/24/2015 2:40:30 AM,0,2.3991,-273.15,664,1.0178,0.88649,0.659,0.93105,1.046
255,,9/24/2015 2:40:34 AM,54,2.9398,30.255,0,0.52014,1.0834,0.97706,0.77877,0.67245
10,,9/24/2015 2:40:54 AM,0,2.8463,26.686,604,1.06,0.75399,0.66774,0.73174,0.78738
11,,9/24/2015 2:40:54 AM,0,3.0397,28.456,0,0.76661,0.53187,0.51107,0.54673,0.56753
13,,9/24/2015 2:40:56 AM,0,3.0471,27.189,0,0.39317,0.46168,0.47359,0.48849,0.49742
24,,9/24/2015 2:40:57 AM,20,2.9467,29.052,0,0.37446,0.42631,0.45223,0.47528,0.49832
53,,9/24/2015 2:41:02 AM,24,2.9057,22.554,711,1.1816,0.67317,0.54535,0.59364,0.77542
40,,9/24/2015 2:41:07 AM,20,2.7707,31.475,776,1.1294,0.62564,0.52814,0.63918,0.75293
3,,9/24/2015 2:41:12 AM,0,2.9889,27.778,498,0.99922,0.70121,0.62525,0.52006,0.52591
20,,9/24/2015 2:41:18 AM,11,2.9467,28.881,0,0.40326,0.53865,0.48104,0.60778,0.7806
54,,9/24/2015 2:41:28 AM,0,2.3991,-273.15,665,1.0131,0.87945,0.64962,0.92635,1.0413
255,,9/24/2015 2:41:34 AM,54,2.9398,30.255,0,0.49715,1.0489,0.92246,0.71268,0.63221
10,,9/24/2015 2:41:52 AM,0,2.8463,26.853,604,1.0545,0.74008,0.65105,0.71782,0.77347
11,,9/24/2015 2:41:53 AM,0,3.0397,28.456,0,0.79929,0.5289,0.5081,0.54673,0.57941
13,,9/24/2015 2:41:54 AM,0,3.025,27.609,0,0.39032,0.45833,0.47016,0.4879,0.51156
24,,9/24/2015 2:41:58 AM,20,2.9537,29.052,0,0.37246,0.42443,0.4533,0.47351,0.49949
53,,9/24/2015 2:42:00 AM,24,2.9124,22.882,720,1.2726,0.74591,0.56939,0.60071,0.83701
40,,9/24/2015 2:42:06 AM,20,2.7707,31.563,777,1.1457,0.64189,0.54168,0.63918,0.74481
3,,9/24/2015 2:42:10 AM,0,2.9818,27.863,499,0.99684,0.69954,0.62376,0.51591,0.52466
20,,9/24/2015 2:42:16 AM,11,2.9467,28.881,0,0.40326,0.53865,0.48104,0.59626,0.77484
54,,9/24/2015 2:42:27 AM,0,2.3991,-273.15,658,1.0061,0.87711,0.64493,0.92635,1.0389
255,,9/24/2015 2:42:32 AM,54,2.9398,30.255,0,0.49428,1.0432,0.91096,0.70118,0.62359
10,,9/24/2015 2:42:50 AM,0,2.8463,27.021,601,1.0489,0.72617,0.62879,0.70113,0.75956
13,,9/24/2015 2:42:51 AM,0,3.0471,27.609,0,0.39317,0.46168,0.47359,0.48849,0.51529
11,,9/24/2015 2:42:52 AM,0,3.0397,28.54,0,0.81712,0.5289,0.50513,0.54376,0.57644
24,,9/24/2015 2:42:55 AM,20,2.9537,29.052,4,0.37534,0.42731,0.4533,0.4764,0.49949
53,,9/24/2015 2:42:59 AM,24,2.899,22.964,714,1.2044,0.72828,0.57526,0.61777,0.85014
40,,9/24/2015 2:43:05 AM,20,2.7768,31.651,776,1.159,0.66231,0.54831,0.64331,0.74646
3,,9/24/2015 2:43:09 AM,0,2.9889,27.863,495,0.99046,0.69244,0.62232,0.5113,0.52591
20,,9/24/2015 2:43:14 AM,11,2.9467,28.881,1,0.40326,0.53577,0.48392,0.60778,0.7806
54,,9/24/2015 2:43:25 AM,0,2.3991,-273.15,665,1.0155,0.88414,0.64962,0.9287,1.0389
255,,9/24/2015 2:43:30 AM,54,2.9398,30.255,50,0.52589,1.0518,0.92246,0.7098,0.62647
10,,9/24/2015 2:43:49 AM,0,2.8463,27.105,601,1.0461,0.71782,0.6121,0.68722,0.75399
13,,9/24/2015 2:43:52 AM,0,3.025,27.525,0,0.38441,0.45538,0.47016,0.4879,0.51156
11,,9/24/2015 2:43:52 AM,0,3.0397,28.54,0,0.81712,0.53781,0.51107,0.5497,0.58238
24,,9/24/2015 2:43:53 AM,20,2.9467,29.052,1,0.37446,0.42919,0.45511,0.47816,0.50696
53,,9/24/2015 2:43:57 AM,24,2.8923,23.292,710,1.2298,0.76618,0.59372,0.63613,0.86231
40,,9/24/2015 2:44:06 AM,20,2.7707,31.651,773,1.1538,0.66627,0.5471,0.64731,0.75023
3,,9/24/2015 2:44:08 AM,0,2.9818,27.863,495,0.98227,0.68788,0.61501,0.51008,0.52466
20,,9/24/2015 2:44:12 AM,11,2.9467,28.881,0,0.40326,0.53577,0.48104,0.59914,0.77484
54,,9/24/2015 2:44:24 AM,0,2.3991,-273.15,662,1.0084,0.87242,0.62851,0.92166,1.0342
255,,9/24/2015 2:44:29 AM,54,2.9398,30.255,0,0.4914,1.0345,0.90521,0.69544,0.62072
10,,9/24/2015 2:44:48 AM,0,2.8463,27.273,602,1.0378,0.69835,0.58149,0.65661,0.72061
11,,9/24/2015 2:44:49 AM,0,3.0471,28.54,0,0.80719,0.53614,0.50934,0.54806,0.58082
13,,9/24/2015 2:44:49 AM,0,3.025,27.525,1,0.38441,0.45538,0.46425,0.48495,0.50269
24,,9/24/2015 2:44:53 AM,20,2.9467,29.052,0,0.37158,0.42343,0.45223,0.4724,0.49832
53,,9/24/2015 2:44:57 AM,24,2.8923,23.374,716,1.2101,0.73791,0.58241,0.63896,0.85665
40,,9/24/2015 2:45:03 AM,20,2.7707,31.651,774,1.1619,0.66627,0.5498,0.65543,0.75023
3,,9/24/2015 2:45:06 AM,0,2.9818,27.947,495,0.98519,0.6908,0.61793,0.51591,0.52466
20,,9/24/2015 2:45:12 AM,11,2.9467,28.881,0,0.40326,0.53577,0.47816,0.59914,0.77484
54,,9/24/2015 2:45:23 AM,0,2.3991,-273.15,664,1.0155,0.8818,0.64259,0.92635,1.0366
255,,9/24/2015 2:45:27 AM,54,2.9398,30.255,0,0.50864,1.069,0.95119,0.74716,0.65233
10,,9/24/2015 2:45:45 AM,0,2.8463,27.357,604,1.0378,0.68444,0.55645,0.63436,0.69835
11,,9/24/2015 2:45:47 AM,0,3.0397,28.54,0,0.80226,0.53187,0.5081,0.54673,0.57941
13,,9/24/2015 2:45:48 AM,0,3.0471,27.525,0,0.39615,0.46764,0.47657,0.49147,0.51827
24,,9/24/2015 2:45:49 AM,20,2.9467,29.052,0,0.37158,0.42343,0.45223,0.4724,0.49832
53,,9/24/2015 2:45:49 AM,24,2.8923,23.374,716,1.2072,0.70681,0.55414,0.63896,0.83404
40,,9/24/2015 2:45:52 AM,20,2.7707,31.651,780,1.1754,0.67439,0.55793,0.65543,0.75023
3,,9/24/2015 2:45:53 AM,0,2.9818,27.947,496,0.97936,0.68205,0.6121,0.51591,0.52466
20,,9/24/2015 2:46:06 AM,11,2.9467,28.881,0,0.40326,0.53577,0.47816,0.59626,0.77196
54,,9/24/2015 2:46:10 AM,0,2.3991,-273.15,664,1.0108,0.87945,0.63789,0.92166,1.0342
255,,9/24/2015 2:46:13 AM,54,2.9398,30.255,0,0.49715,1.0518,0.92533,0.71555,0.63221
10,,9/24/2015 2:46:15 AM,0,2.8463,27.525,602,1.035,0.67053,0.53419,0.61488,0.67053
13,,9/24/2015 2:46:15 AM,0,3.0471,27.441,0,0.39317,0.46466,0.47359,0.49147,0.51827
11,,9/24/2015 2:46:16 AM,0,3.0397,28.54,0,0.79632,0.53484,0.5081,0.54673,0.58238
24,,9/24/2015 2:46:21 AM,20,2.9467,29.052,0,0.37446,0.42631,0.45511,0.47528,0.50408
53,,9/24/2015 2:46:28 AM,24,2.9057,23.62,734,1.2469,0.76122,0.59648,0.6476,0.86915
40,,9/24/2015 2:46:46 AM,20,2.7707,31.739,778,1.1809,0.6771,0.56335,0.64731,0.7421
3,,9/24/2015 2:46:59 AM,0,2.9818,27.947,495,0.97644,0.68205,0.60918,0.51008,0.52466
20,,9/24/2015 2:47:09 AM,11,2.9467,28.881,0,0.40326,0.53577,0.48104,0.59049,0.75468
54,,9/24/2015 2:47:19 AM,0,2.3991,-273.15,666,1.0155,0.8818,0.63555,0.92401,1.0366
255,,9/24/2015 2:47:43 AM,54,2.9398,30.255,0,0.49715,1.0489,0.92533,0.71555,0.63221
10,,9/24/2015 2:47:44 AM,0,2.8463,27.609,600,1.0322,0.65661,0.51472,0.59262,0.65105
13,,9/24/2015 2:47:44 AM,0,3.0471,27.441,0,0.39317,0.46168,0.47359,0.48849,0.51827
11,,9/24/2015 2:47:45 AM,0,3.0397,28.626,0,0.79335,0.5289,0.5081,0.54673,0.57941
24,,9/24/2015 2:47:47 AM,20,2.9467,29.052,1,0.37446,0.42631,0.45223,0.47528,0.49832
53,,9/24/2015 2:47:52 AM,24,2.9057,23.62,727,1.2498,0.79814,0.6192,0.65328,0.89187
40,,9/24/2015 2:47:58 AM,20,2.7768,31.739,779,1.1808,0.6786,0.55645,0.64874,0.74375
3,,9/24/2015 2:48:02 AM,0,2.9818,28.032,497,0.98519,0.68788,0.61793,0.51591,0.52466
20,,9/24/2015 2:48:07 AM,11,2.9467,28.881,0,0.40326,0.53577,0.48104,0.59049,0.7662
54,,9/24/2015 2:48:19 AM,0,2.3991,-273.15,668,1.0155,0.87945,0.63086,0.92166,1.0319
255,,9/24/2015 2:48:24 AM,54,2.9398,30.255,0,0.5029,1.0633,0.94545,0.73567,0.64658
10,,9/24/2015 2:48:42 AM,0,2.8463,27.694,595,1.0211,0.63992,0.49246,0.57036,0.62323
11,,9/24/2015 2:48:43 AM,0,3.0397,28.54,0,0.79038,0.53781,0.51107,0.5497,0.58238
13,,9/24/2015 2:48:44 AM,0,3.0471,27.441,0,0.39615,0.46764,0.47955,0.49444,0.51827
24,,9/24/2015 2:48:47 AM,20,2.9467,29.052,1,0.37446,0.42631,0.45511,0.47528,0.5012
53,,9/24/2015 2:48:50 AM,24,2.9057,23.538,726,1.2526,0.75838,0.5908,0.65612,0.86631
40,,9/24/2015 2:48:58 AM,20,2.7707,31.739,776,1.1863,0.68793,0.56606,0.65543,0.74481
3,,9/24/2015 2:49:01 AM,0,2.9818,28.032,496,0.99102,0.69371,0.61793,0.51591,0.53048
20,,9/24/2015 2:49:06 AM,11,2.9467,28.881,0,0.40038,0.53289,0.47816,0.58761,0.76044
54,,9/24/2015 2:49:17 AM,0,2.3991,-273.15,665,1.0131,0.88414,0.64962,0.92635,1.0366
255,,9/24/2015 2:49:21 AM,54,2.9398,30.169,0,0.51727,1.0776,0.96556,0.76728,0.66382
10,,9/24/2015 2:49:41 AM,0,2.8463,27.778,597,1.0211,0.62879,0.47855,0.54811,0.5954
11,,9/24/2015 2:49:41 AM,0,3.0105,28.54,0,0.77689,0.51499,0.49144,0.5297,0.56796
13,,9/24/2015 2:49:42 AM,0,3.0471,27.441,0,0.39317,0.46466,0.47657,0.49147,0.52125
24,,9/24/2015 2:49:46 AM,20,2.9467,29.052,1,0.37446,0.42631,0.45511,0.47528,0.49832
53,,9/24/2015 2:49:49 AM,24,2.9057,23.538,708,1.1844,0.72997,0.58227,0.65612,0.86915
40,,9/24/2015 2:49:56 AM,20,2.7707,31.739,773,1.1809,0.69064,0.56606,0.65543,0.74752
