Id,Sample #,Time,parent,voltage [V],temp,light,adc2 [V],adc3 [V],adc4 [V],adc5 [V],adc6 [V]
54,,9/24/2015 8:29:06 AM,0,2.39,-273.15,494,0.67518,0.87142,0.79666,0.82236,0.8574
255,,9/24/2015 8:29:10 AM,0,2.9261,29.738,636,1.4158,1.3758,1.1784,0.95247,0.78085
10,,9/24/2015 8:29:30 AM,0,2.8398,29.48,470,0.84111,0.58573,0.46914,0.51633,0.55241
13,,9/24/2015 8:29:31 AM,0,3.0105,25.602,862,1.3625,0.70627,0.50321,0.49439,0.5091
11,,9/24/2015 8:29:31 AM,0,2.9747,27.021,748,1.4219,0.73859,0.51178,0.51759,0.54667
24,,9/24/2015 8:29:33 AM,10,2.9398,29.394,336,0.53163,0.44542,0.45404,0.47416,0.51152
53,,9/24/2015 8:29:37 AM,24,2.8593,25.022,16,0.4416,0.43322,0.45558,0.52545,0.70154
40,,9/24/2015 8:29:44 AM,20,2.7707,31.915,230,0.65814,0.5471,0.5796,0.65814,0.73939
3,,9/24/2015 8:29:48 AM,0,2.9889,29.652,522,1.4083,1.3352,1.2972,0.7801,0.59018
20,,9/24/2015 8:29:53 AM,0,2.9261,29.308,203,0.51199,0.56919,0.59494,0.99823,1.0955
54,,9/24/2015 8:30:05 AM,0,2.3946,-273.15,498,0.67647,0.87309,0.79818,0.82159,0.8567
255,,9/24/2015 8:30:09 AM,0,2.9261,29.652,634,1.4416,1.393,1.1956,0.96963,0.79516
13,,9/24/2015 8:30:29 AM,0,3.0397,25.685,866,1.3906,0.71907,0.51107,0.49919,0.51701
10,,9/24/2015 8:30:29 AM,0,2.8398,29.48,482,0.85777,0.5885,0.46636,0.51355,0.54964
11,,9/24/2015 8:30:30 AM,0,3.025,27.105,752,1.4637,0.76882,0.53522,0.54113,0.5707
24,,9/24/2015 8:30:33 AM,10,2.9398,29.394,344,0.53451,0.44542,0.45404,0.47416,0.51152
53,,9/24/2015 8:30:36 AM,24,2.8593,24.361,17,0.43042,0.43322,0.45837,0.52266,0.70713
40,,9/24/2015 8:30:42 AM,20,2.7707,31.915,230,0.64731,0.5471,0.57418,0.66627,0.7421
3,,9/24/2015 8:30:47 AM,0,2.9889,29.652,520,1.4024,1.3294,1.2943,0.7801,0.58726
20,,9/24/2015 8:30:53 AM,0,2.9261,29.308,212,0.51485,0.56919,0.59208,0.99823,1.0955
54,,9/24/2015 8:31:04 AM,0,2.39,-273.15,494,0.6705,0.86909,0.79433,0.82002,0.85273
255,,9/24/2015 8:31:08 AM,0,2.9261,29.652,635,1.433,1.3872,1.187,0.96391,0.78657
10,,9/24/2015 8:31:27 AM,0,2.8398,29.48,480,0.86055,0.5885,0.46358,0.51355,0.54964
11,,9/24/2015 8:31:28 AM,0,3.025,27.105,741,1.4844,0.7836,0.54704,0.54704,0.57661
13,,9/24/2015 8:31:28 AM,0,3.0397,25.685,877,1.3995,0.72501,0.51107,0.49919,0.51999
24,,9/24/2015 8:31:30 AM,10,2.9398,29.394,345,0.53738,0.44542,0.45404,0.47416,0.51152
53,,9/24/2015 8:31:35 AM,24,2.8593,23.867,18,0.4416,0.42763,0.45837,0.51986,0.70713
3,,9/24/2015 8:31:45 AM,0,2.9889,29.652,525,1.417,1.3411,1.3031,0.7801,0.59311
20,,9/24/2015 8:31:56 AM,0,2.9261,29.308,210,0.51485,0.57205,0.5978,0.99823,1.0955
54,,9/24/2015 8:32:02 AM,0,2.39,-273.15,502,0.67985,0.87376,0.799,0.82236,0.85273
255,,9/24/2015 8:32:06 AM,0,2.9261,29.652,644,1.4301,1.3844,1.1842,0.95533,0.77799
10,,9/24/2015 8:32:26 AM,0,2.8398,29.48,486,0.87165,0.5885,0.46914,0.51633,0.55241
11,,9/24/2015 8:32:26 AM,0,3.025,27.105,763,1.5169,0.79839,0.54409,0.54409,0.57366
13,,9/24/2015 8:32:27 AM,0,3.0397,25.685,864,1.3787,0.71609,0.51107,0.49919,0.51999
24,,9/24/2015 8:32:29 AM,10,2.9398,29.394,366,0.56324,0.45117,0.45404,0.47703,0.51439
53,,9/24/2015 8:32:33 AM,24,2.8593,23.62,19,0.4444,0.43042,0.45278,0.51427,0.71272
40,,9/24/2015 8:32:40 AM,20,2.7646,31.827,230,0.61345,0.52427,0.56481,0.65399,0.73776
3,,9/24/2015 8:32:44 AM,0,2.9889,29.652,527,1.4258,1.344,1.306,0.78594,0.59018
20,,9/24/2015 8:32:49 AM,255,2.9261,29.308,218,0.51771,0.57205,0.59494,1.0011,1.0955
54,,9/24/2015 8:33:01 AM,0,2.3946,-273.15,503,0.68349,0.87543,0.80053,0.82159,0.85436
255,,9/24/2015 8:33:05 AM,0,2.9261,29.652,644,1.4158,1.3729,1.1727,0.94389,0.76941
10,,9/24/2015 8:33:25 AM,0,2.8398,29.48,481,0.85777,0.5885,0.46914,0.51633,0.55241
11,,9/24/2015 8:33:25 AM,0,3.025,27.105,747,1.4903,0.7836,0.53817,0.54704,0.56774
13,,9/24/2015 8:33:26 AM,0,3.0397,25.768,865,1.3787,0.71312,0.5081,0.49919,0.51404
24,,9/24/2015 8:33:28 AM,10,2.9398,29.394,353,0.54888,0.4483,0.45404,0.47416,0.51439
53,,9/24/2015 8:33:32 AM,24,2.8593,23.785,19,0.43601,0.42483,0.45837,0.51707,0.71831
40,,9/24/2015 8:33:39 AM,20,2.7707,31.827,230,0.58772,0.5146,0.5471,0.65814,0.73127
3,,9/24/2015 8:33:43 AM,0,2.9889,29.652,514,1.3849,1.3118,1.2826,0.77425,0.59018
20,,9/24/2015 8:33:48 AM,255,2.9261,29.308,222,0.52057,0.57205,0.5978,1.004,1.1012
54,,9/24/2015 8:33:59 AM,0,2.3946,-273.15,485,0.6671,0.86841,0.7935,0.81925,0.85436
255,,9/24/2015 8:34:04 AM,0,2.9261,29.652,636,1.4301,1.3844,1.1842,0.96391,0.78657
11,,9/24/2015 8:34:24 AM,0,3.0323,27.189,686,1.4406,0.75586,0.53355,0.54244,0.57208
13,,9/24/2015 8:34:24 AM,0,3.0397,25.685,832,1.3312,0.68935,0.50513,0.49622,0.51701
10,,9/24/2015 8:34:24 AM,0,2.8398,29.48,436,0.78837,0.57462,0.46914,0.51633,0.55241
24,,9/24/2015 8:34:27 AM,10,2.9398,29.394,280,0.49715,0.44255,0.45404,0.47703,0.51439
53,,9/24/2015 8:34:31 AM,24,2.8593,23.538,12,0.43881,0.42483,0.45558,0.51707,0.71551
40,,9/24/2015 8:34:38 AM,20,2.7707,31.827,227,0.5796,0.52001,0.5471,0.65814,0.73398
3,,9/24/2015 8:34:41 AM,0,2.9889,29.652,430,1.1774,1.1307,1.1073,0.67491,0.56681
20,,9/24/2015 8:34:47 AM,255,2.9261,29.308,98,0.4605,0.56061,0.59208,1.0011,1.0983
54,,9/24/2015 8:34:57 AM,0,2.3946,-273.15,456,0.63902,0.85202,0.78882,0.81457,0.85202
255,,9/24/2015 8:35:02 AM,0,2.9261,29.652,622,1.4101,1.3758,1.1842,0.96391,0.78943
10,,9/24/2015 8:35:22 AM,0,2.8398,29.48,411,0.74951,0.56907,0.46081,0.51355,0.54964
13,,9/24/2015 8:35:23 AM,0,3.0397,25.768,830,1.3252,0.68935,0.5081,0.49919,0.51999
11,,9/24/2015 8:35:23 AM,0,3.025,27.273,696,1.5672,0.8043,0.54409,0.54113,0.57366
24,,9/24/2015 8:35:25 AM,10,2.9398,29.394,217,0.46267,0.43968,0.45404,0.47703,0.51727
53,,9/24/2015 8:35:30 AM,24,2.8593,23.456,11,0.42763,0.43042,0.46117,0.51986,0.7239
40,,9/24/2015 8:35:37 AM,20,2.7707,31.827,229,0.56064,0.50105,0.54168,0.64731,0.73668
3,,9/24/2015 8:35:41 AM,0,2.9889,29.652,468,1.2739,1.2154,1.1891,0.71582,0.57265
20,,9/24/2015 8:35:45 AM,255,2.9261,29.308,169,0.49197,0.56633,0.59208,1.0011,1.0983
54,,9/24/2015 8:35:56 AM,0,2.3946,-273.15,416,0.60391,0.83564,0.77946,0.80989,0.84734
255,,9/24/2015 8:36:00 AM,0,2.9261,29.652,568,1.2871,1.3129,1.1412,0.93245,0.77513
10,,9/24/2015 8:36:20 AM,0,2.8398,29.48,427,0.77727,0.57462,0.46914,0.51633,0.55241
13,,9/24/2015 8:36:21 AM,0,3.0105,25.935,859,1.3537,0.70332,0.49733,0.48556,0.50616
11,,9/24/2015 8:36:21 AM,0,3.025,27.357,809,1.8747,0.94624,0.56479,0.54704,0.5707
24,,9/24/2015 8:36:25 AM,10,2.9398,29.394,301,0.51152,0.4483,0.45692,0.47991,0.52014
53,,9/24/2015 8:36:27 AM,24,2.8593,23.538,15,0.43042,0.43601,0.47235,0.51986,0.72669
40,,9/24/2015 8:36:34 AM,20,2.7646,31.827,229,0.54589,0.49995,0.53508,0.64588,0.73506
3,,9/24/2015 8:36:39 AM,0,2.9889,29.652,464,1.2622,1.2067,1.1804,0.7129,0.57265
20,,9/24/2015 8:36:44 AM,255,2.9261,29.308,136,0.48053,0.56061,0.59494,1.0011,1.0983
54,,9/24/2015 8:36:55 AM,0,2.39,-273.15,459,0.64247,0.85273,0.78498,0.81302,0.84806
255,,9/24/2015 8:37:00 AM,0,2.9261,29.652,586,1.3329,1.3357,1.1641,0.94961,0.78371
11,,9/24/2015 8:37:19 AM,0,3.025,27.441,818,1.9161,0.96694,0.5707,0.55296,0.57366
13,,9/24/2015 8:37:20 AM,0,3.0397,25.935,856,1.3668,0.71312,0.5081,0.49919,0.51701
10,,9/24/2015 8:37:21 AM,0,2.8398,29.48,434,0.78837,0.57462,0.46358,0.51355,0.55241
24,,9/24/2015 8:37:24 AM,10,2.9398,29.394,243,0.47703,0.44255,0.45404,0.47703,0.51727
53,,9/24/2015 8:37:27 AM,24,2.8593,24.032,12,0.44719,0.43322,0.46676,0.53943,0.72949
40,,9/24/2015 8:37:33 AM,20,2.7707,31.827,228,0.55522,0.50105,0.53355,0.6446,0.72856
3,,9/24/2015 8:37:37 AM,0,2.9889,29.652,525,1.4258,1.344,1.3118,0.78594,0.59311
20,,9/24/2015 8:37:43 AM,255,2.9261,29.308,226,0.52629,0.56919,0.59494,0.99823,1.0955
54,,9/24/2015 8:37:54 AM,0,2.39,-273.15,503,0.68219,0.87609,0.79666,0.81769,0.84806
255,,9/24/2015 8:37:58 AM,0,2.9261,29.566,499,1.1327,1.2299,1.0926,0.8924,0.75511
11,,9/24/2015 8:38:18 AM,0,3.025,27.441,848,2.0226,1.0172,0.58253,0.55887,0.57661
13,,9/24/2015 8:38:19 AM,0,3.0397,26.101,885,1.4233,0.75769,0.51701,0.51404,0.52593
10,,9/24/2015 8:38:19 AM,0,2.8398,29.48,490,0.86887,0.5885,0.46914,0.51355,0.54964
24,,9/24/2015 8:38:21 AM,10,2.9398,29.394,362,0.5575,0.45117,0.45692,0.47703,0.51439
53,,9/24/2015 8:38:24 AM,24,2.8593,24.526,19,0.4416,0.42763,0.45837,0.53384,0.7211
40,,9/24/2015 8:38:31 AM,20,2.7707,31.827,231,0.57689,0.52001,0.54168,0.65002,0.73398
3,,9/24/2015 8:38:36 AM,0,2.9889,29.652,519,1.3995,1.3265,1.2914,0.7801,0.59018
20,,9/24/2015 8:38:41 AM,255,2.9261,29.308,225,0.52629,0.56919,0.59494,0.99823,1.0955
54,,9/24/2015 8:38:52 AM,0,2.39,-273.15,502,0.67985,0.87376,0.79199,0.81302,0.84572
255,,9/24/2015 8:38:56 AM,0,2.9261,29.566,656,1.3901,1.3472,1.1384,0.8924,0.72365
11,,9/24/2015 8:39:17 AM,0,3.025,27.525,806,2.0758,1.032,0.58253,0.55591,0.57366
13,,9/24/2015 8:39:17 AM,0,3.0397,26.435,893,1.4322,0.75472,0.51701,0.51107,0.52296
10,,9/24/2015 8:39:18 AM,0,2.8398,29.48,496,0.88553,0.59405,0.46914,0.51355,0.54964
24,,9/24/2015 8:39:20 AM,10,2.9398,29.394,366,0.5575,0.45117,0.45692,0.47703,0.51439
53,,9/24/2015 8:39:24 AM,24,2.8593,24.939,16,0.45278,0.43322,0.46396,0.54502,0.7211
40,,9/24/2015 8:39:30 AM,20,2.7707,31.915,229,0.6121,0.53355,0.56064,0.65543,0.73939
3,,9/24/2015 8:39:35 AM,0,2.9889,29.652,522,1.4053,1.3323,1.2972,0.7801,0.58726
20,,9/24/2015 8:39:40 AM,255,2.9261,29.308,232,0.52915,0.56919,0.58922,0.96677,1.0669
54,,9/24/2015 8:39:51 AM,0,2.39,-273.15,903,1.0466,1.1214,0.90647,0.87376,0.87376
255,,9/24/2015 8:39:55 AM,0,2.9261,29.48,640,1.3586,1.3214,1.1269,0.88668,0.73223
11,,9/24/2015 8:40:15 AM,0,3.025,27.609,805,2.0788,1.0349,0.58253,0.55296,0.56479
10,,9/24/2015 8:40:15 AM,0,2.8334,29.48,493,0.87799,0.58994,0.46807,0.51239,0.55116
13,,9/24/2015 8:40:16 AM,0,3.0397,26.686,890,1.4292,0.76364,0.51999,0.51404,0.51107
24,,9/24/2015 8:40:19 AM,10,2.9398,29.308,362,0.5575,0.4483,0.45404,0.47416,0.51439
53,,9/24/2015 8:40:23 AM,24,2.8593,25.188,16,0.45278,0.43322,0.46117,0.53943,0.668
40,,9/24/2015 8:40:30 AM,20,2.7707,31.915,229,0.65002,0.5471,0.57418,0.65272,0.73939
3,,9/24/2015 8:40:33 AM,0,2.9889,29.652,510,1.3761,1.306,1.2739,0.76549,0.5785
20,,9/24/2015 8:40:39 AM,255,2.9261,29.308,220,0.51771,0.56919,0.59208,0.98965,1.0869
54,,9/24/2015 8:40:50 AM,0,2.3946,-273.15,422,0.61795,0.84032,0.77478,0.80521,0.84266
255,,9/24/2015 8:40:54 AM,0,2.9261,29.566,629,1.4044,1.3701,1.1756,0.95533,0.78371
10,,9/24/2015 8:41:13 AM,0,2.8398,29.48,441,0.7967,0.57462,0.46358,0.508,0.54964
11,,9/24/2015 8:41:14 AM,0,3.025,27.694,719,2.0196,0.99355,0.56774,0.54704,0.5707
13,,9/24/2015 8:41:14 AM,0,3.0105,27.021,854,1.3596,0.77101,0.50321,0.50321,0.51499
24,,9/24/2015 8:41:18 AM,10,2.9398,29.308,261,0.48566,0.43968,0.45404,0.47416,0.50864
53,,9/24/2015 8:41:22 AM,24,2.8593,24.939,11,0.43322,0.42763,0.46117,0.53104,0.70433
40,,9/24/2015 8:41:27 AM,20,2.7707,31.915,227,0.65814,0.55522,0.5796,0.65543,0.73668
3,,9/24/2015 8:41:32 AM,0,2.9889,29.652,453,1.233,1.1745,1.1541,0.69537,0.56681
20,,9/24/2015 8:41:37 AM,255,2.9261,29.308,100,0.46336,0.56061,0.59208,0.98393,1.084
54,,9/24/2015 8:41:48 AM,0,2.39,-273.15,903,1.0513,1.1237,0.90647,0.87376,0.87376
255,,9/24/2015 8:41:52 AM,0,2.9261,29.566,638,1.4673,1.4044,1.2099,0.98965,0.80946
10,,9/24/2015 8:42:12 AM,0,2.8398,29.48,476,0.85222,0.5885,0.46358,0.51078,0.54686
13,,9/24/2015 8:42:13 AM,0,3.0397,27.021,888,1.4262,0.76661,0.51999,0.51404,0.5289
11,,9/24/2015 8:42:13 AM,0,3.025,27.694,777,2.0551,1.0202,0.57957,0.55591,0.57366
24,,9/24/2015 8:42:16 AM,10,2.9398,29.308,351,0.54888,0.4483,0.45404,0.47416,0.50864
53,,9/24/2015 8:42:19 AM,24,2.8593,24.691,17,0.4416,0.42763,0.45837,0.51986,0.70154
40,,9/24/2015 8:42:25 AM,11,2.7646,31.915,230,0.65669,0.54589,0.57562,0.65669,0.73506
3,,9/24/2015 8:42:30 AM,0,2.9889,29.566,485,1.3148,1.2476,1.2213,0.73335,0.57558
20,,9/24/2015 8:42:35 AM,255,2.9261,29.308,141,0.48053,0.56061,0.58922,0.98107,1.0812
54,,9/24/2015 8:42:47 AM,0,2.3946,-273.15,513,0.69987,0.88245,0.7935,0.81457,0.84734
255,,9/24/2015 8:42:51 AM,0,2.9261,29.566,575,1.3472,1.3472,1.1842,0.97821,0.80946
10,,9/24/2015 8:43:11 AM,0,2.8398,29.48,384,0.71064,0.56629,0.46358,0.51633,0.55241
11,,9/24/2015 8:43:11 AM,0,3.025,27.694,664,1.8599,0.9285,0.55887,0.54704,0.5707
13,,9/24/2015 8:43:12 AM,0,3.0397,27.105,822,1.3252,0.71312,0.51107,0.51107,0.52593
24,,9/24/2015 8:43:15 AM,10,2.9398,29.308,140,0.42243,0.43393,0.45117,0.47416,0.50864
53,,9/24/2015 8:43:18 AM,24,2.8593,23.949,7,0.43042,0.42763,0.45837,0.51986,0.70713
40,,9/24/2015 8:43:25 AM,11,2.7707,31.915,226,0.64731,0.54168,0.57147,0.65814,0.73939
3,,9/24/2015 8:43:29 AM,0,2.9889,29.652,399,1.0956,1.0635,1.0518,0.6457,0.55805
20,,9/24/2015 8:43:34 AM,255,2.9261,29.308,68,0.44906,0.55775,0.58922,0.98393,1.0812
54,,9/24/2015 8:43:45 AM,0,2.39,-273.15,487,0.67518,0.86909,0.78732,0.81068,0.84339
255,,9/24/2015 8:43:50 AM,0,2.9261,29.566,555,1.2642,1.3043,1.1441,0.94103,0.78085
10,,9/24/2015 8:44:09 AM,0,2.8398,29.48,381,0.7162,0.57185,0.47191,0.53021,0.57462
11,,9/24/2015 8:44:09 AM,0,3.025,27.778,669,1.9073,0.94624,0.56183,0.54704,0.57366
13,,9/24/2015 8:44:10 AM,0,3.0397,27.189,827,1.3282,0.71312,0.51107,0.51107,0.52593
24,,9/24/2015 8:44:13 AM,10,2.9398,29.308,146,0.42531,0.43393,0.45117,0.47416,0.50864
53,,9/24/2015 8:44:17 AM,24,2.8724,23.785,7,0.44082,0.42959,0.46048,0.52225,0.71879
40,,9/24/2015 8:44:23 AM,11,2.7707,31.915,227,0.61751,0.52814,0.56606,0.65543,0.73668
3,,9/24/2015 8:44:27 AM,0,2.9889,29.652,417,1.1453,1.1044,1.084,0.66031,0.55512
20,,9/24/2015 8:44:34 AM,255,2.9261,29.308,111,0.46622,0.55775,0.58636,0.98107,1.0726
54,,9/24/2015 8:44:44 AM,0,2.39,-273.15,491,0.68219,0.87142,0.78732,0.81068,0.84339
255,,9/24/2015 8:44:48 AM,0,2.9261,29.652,554,1.27,1.3129,1.1555,0.95247,0.78943
10,,9/24/2015 8:45:08 AM,0,2.8398,29.48,379,0.70509,0.56629,0.46358,0.51633,0.55241
13,,9/24/2015 8:45:09 AM,0,3.0397,27.273,822,1.3222,0.70421,0.51107,0.5081,0.52296
11,,9/24/2015 8:45:09 AM,0,3.025,27.778,661,1.8747,0.93737,0.55887,0.54704,0.5707
24,,9/24/2015 8:45:11 AM,10,2.9398,29.308,141,0.42531,0.4368,0.45404,0.47703,0.51152
53,,9/24/2015 8:45:15 AM,24,2.8593,23.867,7,0.4444,0.43322,0.46955,0.52545,0.7211
40,,9/24/2015 8:45:22 AM,11,2.7707,31.827,226,0.60668,0.52543,0.56335,0.65814,0.7421
3,,9/24/2015 8:45:26 AM,0,2.9889,29.652,399,1.0956,1.0635,1.0518,0.6457,0.55512
20,,9/24/2015 8:45:32 AM,255,2.9261,29.308,71,0.44906,0.55489,0.58636,0.97821,1.0726
20,,9/24/2015 8:45:36 AM,255,2.9261,29.308,71,0.44906,0.55489,0.58636,0.97821,1.0726
54,,9/24/2015 8:45:42 AM,0,2.39,-273.15,495,0.68452,0.87376,0.78965,0.81068,0.84339
255,,9/24/2015 8:45:47 AM,0,2.9261,29.652,553,1.2871,1.3186,1.1641,0.96391,0.80088
255,,9/24/2015 8:45:48 AM,0,2.9261,29.652,553,1.2871,1.3186,1.1641,0.96391,0.80088
11,,9/24/2015 8:46:06 AM,0,3.025,27.863,662,1.854,0.92554,0.55887,0.54704,0.57366
10,,9/24/2015 8:46:07 AM,0,2.8398,29.48,389,0.72175,0.56907,0.47191,0.52188,0.56352
13,,9/24/2015 8:46:07 AM,0,3.0397,27.357,822,1.3193,0.69827,0.5081,0.5081,0.51999
24,,9/24/2015 8:46:10 AM,10,2.9398,29.308,148,0.42818,0.43393,0.45117,0.47416,0.50864
53,,9/24/2015 8:46:15 AM,24,2.8724,23.62,7,0.42117,0.43521,0.46048,0.51383,0.71879
40,,9/24/2015 8:46:20 AM,11,2.7646,31.827,227,0.58913,0.51346,0.54859,0.65128,0.73506
3,,9/24/2015 8:46:25 AM,0,2.9818,29.652,410,1.128,1.0843,1.0697,0.65582,0.55672
20,,9/24/2015 8:46:30 AM,255,2.9261,29.308,78,0.45192,0.55489,0.58636,0.97821,1.0697
54,,9/24/2015 8:46:42 AM,0,2.39,-273.15,508,0.6962,0.88077,0.78965,0.81068,0.84105
255,,9/24/2015 8:46:49 AM,0,2.9261,29.652,554,1.2442,1.29,1.1298,0.92101,0.76941
10,,9/24/2015 8:47:05 AM,0,2.8398,29.48,406,0.74951,0.5774,0.47469,0.52466,0.56629
13,,9/24/2015 8:47:06 AM,0,3.0397,27.357,832,1.3341,0.70124,0.5081,0.50513,0.51999
11,,9/24/2015 8:47:06 AM,0,3.025,27.863,678,1.8629,0.93145,0.55887,0.54704,0.57366
24,,9/24/2015 8:47:08 AM,10,2.9398,29.308,162,0.43393,0.4368,0.45404,0.47703,0.51152
53,,9/24/2015 8:47:12 AM,24,2.8593,23.456,9,0.4416,0.42763,0.46117,0.52266,0.7239
40,,9/24/2015 8:47:19 AM,11,2.7707,31.827,227,0.59314,0.5146,0.5471,0.65543,0.73939
3,,9/24/2015 8:47:23 AM,0,2.9889,29.652,516,1.3907,1.3177,1.2885,0.77717,0.59018
20,,9/24/2015 8:47:30 AM,255,2.9261,29.308,233,0.52057,0.56633,0.58922,0.97821,1.0755
54,,9/24/2015 8:47:40 AM,0,2.39,-273.15,589,0.76629,0.92048,0.80834,0.82002,0.84572
255,,9/24/2015 8:47:44 AM,0,2.9261,29.652,640,1.413,1.3672,1.1699,0.94103,0.77227
11,,9/24/2015 8:48:04 AM,0,3.025,27.863,785,2.0492,1.0202,0.57957,0.55,0.57366
13,,9/24/2015 8:48:04 AM,0,3.0397,27.441,892,1.4292,0.75175,0.51701,0.5081,0.51999
10,,9/24/2015 8:48:04 AM,0,2.8398,29.48,480,0.87443,0.59961,0.47746,0.52466,0.56629
24,,9/24/2015 8:48:07 AM,10,2.9398,29.308,353,0.54888,0.44542,0.45404,0.47416,0.51152
53,,9/24/2015 8:48:11 AM,24,2.8724,23.374,21,0.45205,0.43521,0.46609,0.53629,0.73283
40,,9/24/2015 8:48:17 AM,11,2.7707,31.827,231,0.57689,0.50918,0.54439,0.65272,0.73939
3,,9/24/2015 8:48:21 AM,0,2.9889,29.652,526,1.417,1.3469,1.3118,0.78886,0.59311
20,,9/24/2015 8:48:28 AM,255,2.9261,29.308,232,0.53201,0.57205,0.59208,0.98965,1.084
54,,9/24/2015 8:48:39 AM,0,2.39,-273.15,595,0.7733,0.92516,0.80834,0.82002,0.84339
255,,9/24/2015 8:48:49 AM,0,2.9261,29.652,644,1.4216,1.3758,1.1756,0.94961,0.77799
13,,9/24/2015 8:49:02 AM,0,3.0397,27.525,893,1.4322,0.75472,0.51701,0.5081,0.52296
10,,9/24/2015 8:49:03 AM,0,2.8334,29.48,494,0.8863,0.60102,0.47638,0.52347,0.56501
11,,9/24/2015 8:49:04 AM,0,3.025,27.947,786,2.0285,1.0172,0.58253,0.55887,0.57661
24,,9/24/2015 8:49:07 AM,10,2.9398,29.394,365,0.56324,0.45117,0.45692,0.47703,0.51152
53,,9/24/2015 8:49:14 AM,24,2.8593,24.196,21,0.45558,0.43322,0.46396,0.5534,0.73228
40,,9/24/2015 8:49:15 AM,11,2.7707,31.827,231,0.60126,0.52543,0.55793,0.65543,0.7421
3,,9/24/2015 8:49:20 AM,0,2.9889,29.652,536,1.4462,1.3674,1.3323,0.80055,0.59311
20,,9/24/2015 8:49:27 AM,255,2.9261,29.308,242,0.52915,0.56919,0.59208,0.97821,1.0726
54,,9/24/2015 8:49:37 AM,0,2.39,-273.15,600,0.77797,0.92749,0.81068,0.82002,0.84339
255,,9/24/2015 8:49:41 AM,3,2.9261,29.652,646,1.433,1.3844,1.1813,0.95819,0.78371
10,,9/24/2015 8:50:01 AM,0,2.8398,29.48,486,0.86887,0.59961,0.47469,0.52188,0.56352
11,,9/24/2015 8:50:01 AM,0,3.025,27.947,788,2.0403,1.0172,0.58253,0.55591,0.57366
13,,9/24/2015 8:50:02 AM,0,3.0397,27.525,893,1.4292,0.74878,0.51404,0.50513,0.51999
24,,9/24/2015 8:50:04 AM,10,2.9398,29.394,361,0.5575,0.4483,0.45404,0.47416,0.51152
53,,9/24/2015 8:50:11 AM,24,2.8593,24.609,21,0.48632,0.4444,0.47794,0.55899,0.73787
40,,9/24/2015 8:50:14 AM,11,2.7707,31.915,231,0.62293,0.52814,0.56876,0.65272,0.73939
3,,9/24/2015 8:50:19 AM,0,2.9889,29.652,529,1.4258,1.3528,1.3206,0.78886,0.59311
20,,9/24/2015 8:50:26 AM,255,2.9261,29.308,227,0.52343,0.56633,0.58922,0.98107,1.0783
54,,9/24/2015 8:50:35 AM,0,2.39,-273.15,599,0.77797,0.92749,0.81068,0.82002,0.84339
255,,9/24/2015 8:50:40 AM,3,2.9261,29.652,648,1.4101,1.3643,1.1641,0.93245,0.76655
10,,9/24/2015 8:50:59 AM,0,2.827,29.48,490,0.876,0.59137,0.46702,0.514,0.55268
13,,9/24/2015 8:51:00 AM,0,3.0397,27.609,892,1.4262,0.74878,0.51404,0.5081,0.52296
11,,9/24/2015 8:51:00 AM,0,3.025,27.947,784,2.0462,1.0202,0.57957,0.55296,0.57661
24,,9/24/2015 8:51:03 AM,10,2.9398,29.394,363,0.55462,0.45117,0.45692,0.47703,0.51439
53,,9/24/2015 8:51:06 AM,24,2.8593,24.939,21,0.46117,0.43322,0.46396,0.5562,0.7239
40,,9/24/2015 8:51:12 AM,11,2.7707,31.915,231,0.64731,0.53897,0.57147,0.65543,0.73939
3,,9/24/2015 8:51:18 AM,0,2.9889,29.652,528,1.4229,1.3498,1.3177,0.79178,0.59311
20,,9/24/2015 8:51:23 AM,255,2.9261,29.308,232,0.52057,0.56919,0.59494,0.99537,1.0898
54,,9/24/2015 8:51:34 AM,0,2.39,-273.15,579,0.75695,0.91347,0.80367,0.81535,0.84105
255,,9/24/2015 8:51:38 AM,3,2.9261,29.652,620,1.3615,1.3443,1.1527,0.92673,0.76369
10,,9/24/2015 8:51:58 AM,0,2.8398,29.48,500,0.89663,0.60238,0.47469,0.52188,0.56074
13,,9/24/2015 8:51:59 AM,0,3.0105,27.609,893,1.4096,0.74452,0.5091,0.49144,0.51204
11,,9/24/2015 8:51:59 AM,0,3.025,27.947,786,2.0522,1.0202,0.57957,0.55296,0.57366
24,,9/24/2015 8:52:02 AM,10,2.9398,29.394,363,0.5575,0.4483,0.45404,0.47416,0.51152
53,,9/24/2015 8:52:06 AM,24,2.8593,25.27,21,0.46117,0.43322,0.46396,0.55061,0.71831
40,,9/24/2015 8:52:11 AM,11,2.7707,31.915,232,0.65543,0.5498,0.58231,0.66085,0.74481
3,,9/24/2015 8:52:16 AM,0,2.9889,29.652,530,1.4258,1.3498,1.3177,0.7947,0.59311
20,,9/24/2015 8:52:22 AM,255,2.9261,29.308,221,0.51771,0.56919,0.59208,0.98965,1.084
54,,9/24/2015 8:52:33 AM,0,2.39,-273.15,561,0.74293,0.90413,0.799,0.81302,0.83871
255,,9/24/2015 8:52:37 AM,3,2.9261,29.652,613,1.3615,1.3472,1.1584,0.93817,0.77227
10,,9/24/2015 8:52:56 AM,0,2.8398,29.48,495,0.89108,0.60238,0.47746,0.52466,0.56629
11,,9/24/2015 8:52:57 AM,0,3.025,28.032,776,1.9989,1.0083,0.57661,0.55296,0.57661
